source_name	source_type	source_id	target_name	target_type	target_id	relation_type	resource
sirolimus	Compound	DrugBank:DB00877	Lymphangiectasis	Disease	UMLS:C0024214	RepoDB::therapeutic::Compound:Disease	RepoDB
sitagliptin	Compound	DrugBank:DB01261	Diabetes Mellitus, Non-Insulin-Dependent	Disease	UMLS:C0011860	RepoDB::therapeutic::Compound:Disease	RepoDB
sitafloxacin	Compound	DrugBank:DB13261	Respiratory Tract Infections	Disease	UMLS:C0035243	RepoDB::therapeutic::Compound:Disease	RepoDB
sitafloxacin	Compound	DrugBank:DB13261	Urinary tract infection	Disease	UMLS:C0042029	RepoDB::therapeutic::Compound:Disease	RepoDB
sivelestat	Compound	DrugBank:DB12863	Acute Lung Injury	Disease	UMLS:C0242488	RepoDB::therapeutic::Compound:Disease	RepoDB
sobrerol	Compound	DrugBank:DB13315	Bronchitis, Chronic	Disease	UMLS:C0008677	RepoDB::therapeutic::Compound:Disease	RepoDB
sofalcone	Compound	DrugBank:DB05197	Gastric ulcer	Disease	UMLS:C0038358	RepoDB::therapeutic::Compound:Disease	RepoDB
solifenacin	Compound	DrugBank:DB01591	Bladder muscle dysfunction - overactive	Disease	UMLS:C0403643	RepoDB::therapeutic::Compound:Disease	RepoDB
solifenacin	Compound	DrugBank:DB01591	Urgency of micturition	Disease	UMLS:C0085606	RepoDB::therapeutic::Compound:Disease	RepoDB
solifenacin	Compound	DrugBank:DB01591	Urge Incontinence	Disease	UMLS:C0150045	RepoDB::therapeutic::Compound:Disease	RepoDB
sorafenib	Compound	DrugBank:DB00398	Renal Cell Carcinoma	Disease	UMLS:C0007134	RepoDB::therapeutic::Compound:Disease	RepoDB
sorafenib	Compound	DrugBank:DB00398	Liver carcinoma	Disease	UMLS:C2239176	RepoDB::therapeutic::Compound:Disease	RepoDB
sorafenib	Compound	DrugBank:DB00398	Malignant epithelial neoplasm of thyroid	Disease	UMLS:C3163939	RepoDB::therapeutic::Compound:Disease	RepoDB
sotalol	Compound	DrugBank:DB00489	Atrial Fibrillation	Disease	UMLS:C0004238	RepoDB::therapeutic::Compound:Disease	RepoDB
sparfloxacin	Compound	DrugBank:DB01208	Mycoplasma pneumonia	Disease	UMLS:C0032302	RepoDB::therapeutic::Compound:Disease	RepoDB
sparfloxacin	Compound	DrugBank:DB01208	Streptococcal pneumonia	Disease	UMLS:C0155862	RepoDB::therapeutic::Compound:Disease	RepoDB
sparfloxacin	Compound	DrugBank:DB01208	Pneumonia	Disease	UMLS:C0032285	RepoDB::therapeutic::Compound:Disease	RepoDB
sparfloxacin	Compound	DrugBank:DB01208	Haemophilus influenzae pneumonia	Disease	UMLS:C0276026	RepoDB::therapeutic::Compound:Disease	RepoDB
sparfloxacin	Compound	DrugBank:DB01208	Bacterial infection due to Klebsiella pneumoniae	Disease	UMLS:C0343402	RepoDB::therapeutic::Compound:Disease	RepoDB
sparfloxacin	Compound	DrugBank:DB01208	Acute Moraxella catarrhalis bronchitis	Disease	UMLS:C0339932	RepoDB::therapeutic::Compound:Disease	RepoDB
sparfloxacin	Compound	DrugBank:DB01208	Acute bacterial bronchitis	Disease	UMLS:C0339933	RepoDB::therapeutic::Compound:Disease	RepoDB
sparfloxacin	Compound	DrugBank:DB01208	Chlamydial pneumonia	Disease	UMLS:C0339959	RepoDB::therapeutic::Compound:Disease	RepoDB
spectinomycin	Compound	DrugBank:DB00919	Gonorrhea of rectum	Disease	UMLS:C0275665	RepoDB::therapeutic::Compound:Disease	RepoDB
spectinomycin	Compound	DrugBank:DB00919	Gonorrhea	Disease	UMLS:C0018081	RepoDB::therapeutic::Compound:Disease	RepoDB
spectinomycin	Compound	DrugBank:DB00919	Acute gonococcal cervicitis	Disease	UMLS:C0153195	RepoDB::therapeutic::Compound:Disease	RepoDB
spectinomycin	Compound	DrugBank:DB00919	Acute gonococcal urethritis	Disease	UMLS:C0275652	RepoDB::therapeutic::Compound:Disease	RepoDB
artesunate	Compound	DrugBank:DB09274	Malaria, Falciparum	Disease	UMLS:C0024535	RepoDB::therapeutic::Compound:Disease	RepoDB
artesunate	Compound	DrugBank:DB09274	Malaria, Vivax	Disease	UMLS:C0024537	RepoDB::therapeutic::Compound:Disease	RepoDB
spirapril	Compound	DrugBank:DB01348	Hypertensive disease	Disease	UMLS:C0020538	RepoDB::therapeutic::Compound:Disease	RepoDB
spironolactone	Compound	DrugBank:DB00421	Hypertensive disease	Disease	UMLS:C0020538	RepoDB::therapeutic::Compound:Disease	RepoDB
spironolactone	Compound	DrugBank:DB00421	Ascites	Disease	UMLS:C0003962	RepoDB::therapeutic::Compound:Disease	RepoDB
spironolactone	Compound	DrugBank:DB00421	Edema	Disease	UMLS:C0013604	RepoDB::therapeutic::Compound:Disease	RepoDB
spironolactone	Compound	DrugBank:DB00421	Chronic heart failure	Disease	UMLS:C0264716	RepoDB::therapeutic::Compound:Disease	RepoDB
spironolactone	Compound	DrugBank:DB00421	Hyperaldosteronism	Disease	UMLS:C0020428	RepoDB::therapeutic::Compound:Disease	RepoDB
stanozolol	Compound	DrugBank:DB06718	Angioedemas, Hereditary	Disease	UMLS:C0019243	RepoDB::therapeutic::Compound:Disease	RepoDB
stavudine	Compound	DrugBank:DB00649	HIV Infections	Disease	UMLS:C0019693	RepoDB::therapeutic::Compound:Disease	RepoDB
stiripentol	Compound	DrugBank:DB09118	Myoclonic Epilepsy	Disease	UMLS:C0014550	RepoDB::therapeutic::Compound:Disease	RepoDB
stiripentol	Compound	DrugBank:DB09118	Infantile Severe Myoclonic Epilepsy	Disease	UMLS:C0751122	RepoDB::therapeutic::Compound:Disease	RepoDB
streptomycin	Compound	DrugBank:DB01082	Bacterial urinary infection	Disease	UMLS:C0729524	RepoDB::therapeutic::Compound:Disease	RepoDB
streptomycin	Compound	DrugBank:DB01082	Plague	Disease	UMLS:C0032064	RepoDB::therapeutic::Compound:Disease	RepoDB
streptomycin	Compound	DrugBank:DB01082	Urinary tract infection caused by Escherichia coli	Disease	UMLS:C0577708	RepoDB::therapeutic::Compound:Disease	RepoDB
streptomycin	Compound	DrugBank:DB01082	Haemophilus influenzae pneumonia	Disease	UMLS:C0276026	RepoDB::therapeutic::Compound:Disease	RepoDB
streptomycin	Compound	DrugBank:DB01082	Proteus urinary tract infection	Disease	UMLS:C0577709	RepoDB::therapeutic::Compound:Disease	RepoDB
streptomycin	Compound	DrugBank:DB01082	Chancroids	Disease	UMLS:C0007947	RepoDB::therapeutic::Compound:Disease	RepoDB
streptomycin	Compound	DrugBank:DB01082	Klebsiella cystitis	Disease	UMLS:C0520775	RepoDB::therapeutic::Compound:Disease	RepoDB
streptomycin	Compound	DrugBank:DB01082	Brucellosis	Disease	UMLS:C0006309	RepoDB::therapeutic::Compound:Disease	RepoDB
streptomycin	Compound	DrugBank:DB01082	Acute tuberculosis	Disease	UMLS:C0275959	RepoDB::therapeutic::Compound:Disease	RepoDB
streptomycin	Compound	DrugBank:DB01082	Granuloma Inguinale	Disease	UMLS:C0018190	RepoDB::therapeutic::Compound:Disease	RepoDB
streptomycin	Compound	DrugBank:DB01082	Tularemia	Disease	UMLS:C0041351	RepoDB::therapeutic::Compound:Disease	RepoDB
streptomycin	Compound	DrugBank:DB01082	Tuberculosis, Pulmonary	Disease	UMLS:C0041327	RepoDB::therapeutic::Compound:Disease	RepoDB
streptozocin	Compound	DrugBank:DB00428	Neuroendocrine tumor of pancreas	Disease	UMLS:C4305467	RepoDB::therapeutic::Compound:Disease	RepoDB
succimer	Compound	DrugBank:DB00566	Accidental poisoning by lead and its compounds and fumes	Disease	UMLS:C0261486	RepoDB::therapeutic::Compound:Disease	RepoDB
succinic acid	Compound	DrugBank:DB00139	Iron deficiency anemia	Disease	UMLS:C0162316	RepoDB::therapeutic::Compound:Disease	RepoDB
astemizole	Compound	DrugBank:DB00637	Sneezing	Disease	UMLS:C0037383	RepoDB::therapeutic::Compound:Disease	RepoDB
astemizole	Compound	DrugBank:DB00637	Allergic Conjunctivitis	Disease	UMLS:C0009766	RepoDB::therapeutic::Compound:Disease	RepoDB
astemizole	Compound	DrugBank:DB00637	Chronic Spontaneous Urticaria	Disease	UMLS:C0578870	RepoDB::therapeutic::Compound:Disease	RepoDB
astemizole	Compound	DrugBank:DB00637	Allergic rhinitis (disorder)	Disease	UMLS:C2607914	RepoDB::therapeutic::Compound:Disease	RepoDB
sufentanil	Compound	DrugBank:DB00708	Pain, Postoperative	Disease	UMLS:C0030201	RepoDB::therapeutic::Compound:Disease	RepoDB
sulbactam	Compound	DrugBank:DB09324	Abdominal Infection	Disease	UMLS:C1112209	RepoDB::therapeutic::Compound:Disease	RepoDB
sulbactam	Compound	DrugBank:DB09324	Rhinoscleroma	Disease	UMLS:C0035468	RepoDB::therapeutic::Compound:Disease	RepoDB
sulbactam	Compound	DrugBank:DB09324	Female genital tract infection	Disease	UMLS:C1263758	RepoDB::therapeutic::Compound:Disease	RepoDB
sulbactam	Compound	DrugBank:DB09324	Staphylococcus aureus infection	Disease	UMLS:C1318973	RepoDB::therapeutic::Compound:Disease	RepoDB
sulbactam	Compound	DrugBank:DB09324	Bacterial peritonitis	Disease	UMLS:C0341503	RepoDB::therapeutic::Compound:Disease	RepoDB
sulbactam	Compound	DrugBank:DB09324	Cholangitis	Disease	UMLS:C0008311	RepoDB::therapeutic::Compound:Disease	RepoDB
sulbactam	Compound	DrugBank:DB09324	Enterobacteriaceae Infections	Disease	UMLS:C0014347	RepoDB::therapeutic::Compound:Disease	RepoDB
sulbactam	Compound	DrugBank:DB09324	Escherichia coli Infections	Disease	UMLS:C0014836	RepoDB::therapeutic::Compound:Disease	RepoDB
sulconazole	Compound	DrugBank:DB06820	Tinea corporis (disorder)	Disease	UMLS:C0040252	RepoDB::therapeutic::Compound:Disease	RepoDB
sulconazole	Compound	DrugBank:DB06820	Tinea Versicolor	Disease	UMLS:C0040262	RepoDB::therapeutic::Compound:Disease	RepoDB
sulconazole	Compound	DrugBank:DB06820	Tinea Pedis	Disease	UMLS:C0040259	RepoDB::therapeutic::Compound:Disease	RepoDB
sulconazole	Compound	DrugBank:DB06820	Tinea cruris	Disease	UMLS:C1384589	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfacetamide	Compound	DrugBank:DB00634	Trachoma	Disease	UMLS:C0040592	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfacetamide	Compound	DrugBank:DB00634	Blepharoconjunctivitis	Disease	UMLS:C0005743	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfacetamide	Compound	DrugBank:DB00634	Uveitis	Disease	UMLS:C0042164	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfacetamide	Compound	DrugBank:DB00634	Infective blepharitis	Disease	UMLS:C0729587	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfacetamide	Compound	DrugBank:DB00634	Acne Vulgaris	Disease	UMLS:C0001144	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfacetamide	Compound	DrugBank:DB00634	Inclusion conjunctivitis	Disease	UMLS:C0009770	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfacetamide	Compound	DrugBank:DB00634	Amebiasis	Disease	UMLS:C0002438	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfacetamide	Compound	DrugBank:DB00634	Iridocyclitis	Disease	UMLS:C0022073	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfacetamide	Compound	DrugBank:DB00634	Vulvovaginitis	Disease	UMLS:C0042998	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfacetamide	Compound	DrugBank:DB00634	Seborrheic dermatitis	Disease	UMLS:C0036508	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfacetamide	Compound	DrugBank:DB00634	Scurfiness of scalp	Disease	UMLS:C0423775	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfacytine	Compound	DrugBank:DB01298	Bacterial urinary infection	Disease	UMLS:C0729524	RepoDB::therapeutic::Compound:Disease	RepoDB
azacitidine	Compound	DrugBank:DB00928	Leukemia, Myelomonocytic, Chronic	Disease	UMLS:C0023480	RepoDB::therapeutic::Compound:Disease	RepoDB
azacitidine	Compound	DrugBank:DB00928	Leukemia, Myelocytic, Acute	Disease	UMLS:C0023467	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfadiazine	Compound	DrugBank:DB00359	Toxoplasmosis	Disease	UMLS:C0040558	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfadiazine	Compound	DrugBank:DB00359	Chorioretinitis	Disease	UMLS:C0008513	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfadiazine	Compound	DrugBank:DB00359	Ulcerative Colitis	Disease	UMLS:C0009324	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfadiazine	Compound	DrugBank:DB00359	Toxoplasmosis associated with acquired immunodeficiency syndrome	Disease	UMLS:C1720498	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfadiazine	Compound	DrugBank:DB00359	Skin Ulcer	Disease	UMLS:C0037299	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfadiazine	Compound	DrugBank:DB00359	Toxoplasmosis, Congenital	Disease	UMLS:C0040560	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethizole	Compound	DrugBank:DB00576	Bacterial urinary infection	Disease	UMLS:C0729524	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethizole	Compound	DrugBank:DB00576	Proteus urinary tract infection	Disease	UMLS:C0577709	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethizole	Compound	DrugBank:DB00576	Klebsiella cystitis	Disease	UMLS:C0520775	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethizole	Compound	DrugBank:DB00576	Urinary tract infection caused by Escherichia coli	Disease	UMLS:C0577708	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethizole	Compound	DrugBank:DB00576	Infective otitis media	Disease	UMLS:C0729586	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethizole	Compound	DrugBank:DB00576	Acute otitis media	Disease	UMLS:C0271429	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethizole	Compound	DrugBank:DB00576	Shigella Infections	Disease	UMLS:C0013371	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethoxazole	Compound	DrugBank:DB01015	Shigella Infections	Disease	UMLS:C0013371	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethoxazole	Compound	DrugBank:DB01015	Infective otitis media	Disease	UMLS:C0729586	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethoxazole	Compound	DrugBank:DB01015	Toxoplasmosis	Disease	UMLS:C0040558	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethoxazole	Compound	DrugBank:DB01015	Klebsiella cystitis	Disease	UMLS:C0520775	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethoxazole	Compound	DrugBank:DB01015	Proteus urinary tract infection	Disease	UMLS:C0577709	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethoxazole	Compound	DrugBank:DB01015	Nocardia Infections	Disease	UMLS:C0028242	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethoxazole	Compound	DrugBank:DB01015	Bacterial urinary infection	Disease	UMLS:C0729524	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethoxazole	Compound	DrugBank:DB01015	Acute exacerbation of chronic bronchitis	Disease	UMLS:C0856695	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethoxazole	Compound	DrugBank:DB01015	Acute otitis media	Disease	UMLS:C0271429	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethoxazole	Compound	DrugBank:DB01015	Inclusion conjunctivitis	Disease	UMLS:C0009770	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfamethoxazole	Compound	DrugBank:DB01015	Urinary tract infection caused by Escherichia coli	Disease	UMLS:C0577708	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfanilamide	Compound	DrugBank:DB00259	Vulvovaginitis	Disease	UMLS:C0042998	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfanilamide	Compound	DrugBank:DB00259	Candidiasis, Vulvovaginal	Disease	UMLS:C0700345	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfapyridine	Compound	DrugBank:DB00891	Dermatitis Herpetiformis	Disease	UMLS:C0011608	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfasalazine	Compound	DrugBank:DB00795	Rheumatoid Arthritis	Disease	UMLS:C0003873	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfasalazine	Compound	DrugBank:DB00795	Ulcerative Colitis	Disease	UMLS:C0009324	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfasalazine	Compound	DrugBank:DB00795	Juvenile arthritis	Disease	UMLS:C3495559	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfasalazine	Compound	DrugBank:DB00244	Rheumatoid Arthritis	Disease	UMLS:C0003873	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfasalazine	Compound	DrugBank:DB00244	Ulcerative Colitis	Disease	UMLS:C0009324	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfasalazine	Compound	DrugBank:DB00244	Juvenile arthritis	Disease	UMLS:C3495559	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfathiazole	Compound	DrugBank:DB06147	Vulvovaginitis	Disease	UMLS:C0042998	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfinpyrazone	Compound	DrugBank:DB01138	Hyperuricemia	Disease	UMLS:C0740394	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfinpyrazone	Compound	DrugBank:DB01138	Chronic gouty arthritis	Disease	UMLS:C0268108	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfafurazole	Compound	DrugBank:DB00263	Infective otitis media	Disease	UMLS:C0729586	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfafurazole	Compound	DrugBank:DB00263	Chancroids	Disease	UMLS:C0007947	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfafurazole	Compound	DrugBank:DB00263	Meningococcal meningitis	Disease	UMLS:C0025294	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfafurazole	Compound	DrugBank:DB00263	Acute otitis media	Disease	UMLS:C0271429	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfafurazole	Compound	DrugBank:DB00263	Nocardia Infections	Disease	UMLS:C0028242	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfafurazole	Compound	DrugBank:DB00263	Malaria, Falciparum	Disease	UMLS:C0024535	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfafurazole	Compound	DrugBank:DB00263	Trachoma	Disease	UMLS:C0040592	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfafurazole	Compound	DrugBank:DB00263	Inclusion conjunctivitis	Disease	UMLS:C0009770	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfafurazole	Compound	DrugBank:DB00263	Chlamydial urethritis	Disease	UMLS:C1278807	RepoDB::therapeutic::Compound:Disease	RepoDB
sulfafurazole	Compound	DrugBank:DB00263	Urinary tract infection	Disease	UMLS:C0042029	RepoDB::therapeutic::Compound:Disease	RepoDB
sulindac	Compound	DrugBank:DB00605	Ankylosing spondylitis	Disease	UMLS:C0038013	RepoDB::therapeutic::Compound:Disease	RepoDB
sulindac	Compound	DrugBank:DB00605	Rheumatoid Arthritis	Disease	UMLS:C0003873	RepoDB::therapeutic::Compound:Disease	RepoDB
sulindac	Compound	DrugBank:DB00605	Degenerative polyarthritis	Disease	UMLS:C0029408	RepoDB::therapeutic::Compound:Disease	RepoDB
sulindac	Compound	DrugBank:DB00605	Arthritis, Gouty	Disease	UMLS:C0003868	RepoDB::therapeutic::Compound:Disease	RepoDB
sulindac	Compound	DrugBank:DB00605	Bursitis	Disease	UMLS:C0006444	RepoDB::therapeutic::Compound:Disease	RepoDB
sulindac	Compound	DrugBank:DB00605	Tendinitis	Disease	UMLS:C0039503	RepoDB::therapeutic::Compound:Disease	RepoDB
sulpiride	Compound	DrugBank:DB00391	Schizophrenia	Disease	UMLS:C0036341	RepoDB::therapeutic::Compound:Disease	RepoDB
atazanavir	Compound	DrugBank:DB01072	HIV Infections	Disease	UMLS:C0019693	RepoDB::therapeutic::Compound:Disease	RepoDB
sumatriptan	Compound	DrugBank:DB00669	Migraine Disorders	Disease	UMLS:C0149931	RepoDB::therapeutic::Compound:Disease	RepoDB
sumatriptan	Compound	DrugBank:DB00669	Cluster Headache	Disease	UMLS:C0009088	RepoDB::therapeutic::Compound:Disease	RepoDB
sunitinib	Compound	DrugBank:DB01268	Neuroendocrine tumor of pancreas	Disease	UMLS:C4305467	RepoDB::therapeutic::Compound:Disease	RepoDB
sunitinib	Compound	DrugBank:DB01268	Gastrointestinal Stromal Tumors	Disease	UMLS:C0238198	RepoDB::therapeutic::Compound:Disease	RepoDB
sunitinib	Compound	DrugBank:DB01268	Renal Cell Carcinoma	Disease	UMLS:C0007134	RepoDB::therapeutic::Compound:Disease	RepoDB
atenolol	Compound	DrugBank:DB00335	Myocardial Infarction	Disease	UMLS:C0027051	RepoDB::therapeutic::Compound:Disease	RepoDB
atenolol	Compound	DrugBank:DB00335	Angina Pectoris	Disease	UMLS:C0002962	RepoDB::therapeutic::Compound:Disease	RepoDB
atenolol	Compound	DrugBank:DB00335	Hypertensive disease	Disease	UMLS:C0020538	RepoDB::therapeutic::Compound:Disease	RepoDB
tacrine	Compound	DrugBank:DB00382	Alzheimer's Disease	Disease	UMLS:C0002395	RepoDB::therapeutic::Compound:Disease	RepoDB
tacrolimus	Compound	DrugBank:DB00864	Transplanted organ rejection	Disease	UMLS:C0345468	RepoDB::therapeutic::Compound:Disease	RepoDB
tacrolimus	Compound	DrugBank:DB00864	Dermatitis, Atopic	Disease	UMLS:C0011615	RepoDB::therapeutic::Compound:Disease	RepoDB
tacrolimus	Compound	DrugBank:DB00864	Renal transplant rejection	Disease	UMLS:C0238217	RepoDB::therapeutic::Compound:Disease	RepoDB
tacrolimus	Compound	DrugBank:DB00864	Liver transplant rejection	Disease	UMLS:C0400968	RepoDB::therapeutic::Compound:Disease	RepoDB
tadalafil	Compound	DrugBank:DB00820	Pulmonary Hypertension	Disease	UMLS:C0020542	RepoDB::therapeutic::Compound:Disease	RepoDB
tadalafil	Compound	DrugBank:DB00820	Erectile dysfunction	Disease	UMLS:C0242350	RepoDB::therapeutic::Compound:Disease	RepoDB
tadalafil	Compound	DrugBank:DB00820	Prostatic Hypertrophy	Disease	UMLS:C1739363	RepoDB::therapeutic::Compound:Disease	RepoDB
talaporfin	Compound	DrugBank:DB11812	Primary malignant neoplasm of brain	Disease	UMLS:C0750979	RepoDB::therapeutic::Compound:Disease	RepoDB
talaporfin	Compound	DrugBank:DB11812	Malignant neoplasm of lung	Disease	UMLS:C0242379	RepoDB::therapeutic::Compound:Disease	RepoDB
talbutal	Compound	DrugBank:DB00306	Sleeplessness	Disease	UMLS:C0917801	RepoDB::therapeutic::Compound:Disease	RepoDB
talinolol	Compound	DrugBank:DB11770	Hypertensive disease	Disease	UMLS:C0020538	RepoDB::therapeutic::Compound:Disease	RepoDB
atomoxetine	Compound	DrugBank:DB00289	Attention deficit hyperactivity disorder	Disease	UMLS:C1263846	RepoDB::therapeutic::Compound:Disease	RepoDB
tamoxifen	Compound	DrugBank:DB00675	Malignant epithelial neoplasm of female breast	Disease	UMLS:C3163805	RepoDB::therapeutic::Compound:Disease	RepoDB
tamoxifen	Compound	DrugBank:DB00675	Invasive Ductal Breast Carcinoma	Disease	UMLS:C1134719	RepoDB::therapeutic::Compound:Disease	RepoDB
tamsulosin	Compound	DrugBank:DB00706	Prostatic Hypertrophy	Disease	UMLS:C1739363	RepoDB::therapeutic::Compound:Disease	RepoDB
tandospirone	Compound	DrugBank:DB12833	Bruxism	Disease	UMLS:C0006325	RepoDB::therapeutic::Compound:Disease	RepoDB
atorvastatin	Compound	DrugBank:DB01076	Angina Pectoris	Disease	UMLS:C0002962	RepoDB::therapeutic::Compound:Disease	RepoDB
atorvastatin	Compound	DrugBank:DB01076	Hypercholesterolemia	Disease	UMLS:C0020443	RepoDB::therapeutic::Compound:Disease	RepoDB
atorvastatin	Compound	DrugBank:DB01076	Cerebrovascular accident	Disease	UMLS:C0038454	RepoDB::therapeutic::Compound:Disease	RepoDB
atorvastatin	Compound	DrugBank:DB01076	Familial hypercholesterolemia - heterozygous	Disease	UMLS:C0342882	RepoDB::therapeutic::Compound:Disease	RepoDB
atorvastatin	Compound	DrugBank:DB01076	Hyperlipidemia, Familial Combined	Disease	UMLS:C0020474	RepoDB::therapeutic::Compound:Disease	RepoDB
atorvastatin	Compound	DrugBank:DB01076	Arteriosclerosis	Disease	UMLS:C0003850	RepoDB::therapeutic::Compound:Disease	RepoDB
atorvastatin	Compound	DrugBank:DB01076	Hyperlipoproteinemia Type III	Disease	UMLS:C0020479	RepoDB::therapeutic::Compound:Disease	RepoDB
atorvastatin	Compound	DrugBank:DB01076	Homozygous Familial Hypercholesterolemia	Disease	UMLS:C0342881	RepoDB::therapeutic::Compound:Disease	RepoDB
atorvastatin	Compound	DrugBank:DB01076	Angina Pectoris, Variant	Disease	UMLS:C0002963	RepoDB::therapeutic::Compound:Disease	RepoDB
atorvastatin	Compound	DrugBank:DB01076	Hypertriglyceridemia	Disease	UMLS:C0020557	RepoDB::therapeutic::Compound:Disease	RepoDB
tazarotene	Compound	DrugBank:DB00799	Acne Vulgaris	Disease	UMLS:C0001144	RepoDB::therapeutic::Compound:Disease	RepoDB
tazarotene	Compound	DrugBank:DB00799	Psoriasis	Disease	UMLS:C0033860	RepoDB::therapeutic::Compound:Disease	RepoDB
tazobactam	Compound	DrugBank:DB01606	Appendicitis	Disease	UMLS:C0003615	RepoDB::therapeutic::Compound:Disease	RepoDB
tazobactam	Compound	DrugBank:DB01606	Pneumonia, Bacterial	Disease	UMLS:C0004626	RepoDB::therapeutic::Compound:Disease	RepoDB
tazobactam	Compound	DrugBank:DB01606	Hospital acquired pneumonia	Disease	UMLS:C0949083	RepoDB::therapeutic::Compound:Disease	RepoDB
tazobactam	Compound	DrugBank:DB01606	Peritonitis	Disease	UMLS:C0031154	RepoDB::therapeutic::Compound:Disease	RepoDB
tazobactam	Compound	DrugBank:DB01606	Abdominal Abscess	Disease	UMLS:C0243001	RepoDB::therapeutic::Compound:Disease	RepoDB
tazobactam	Compound	DrugBank:DB01606	Haemophilus influenzae pneumonia	Disease	UMLS:C0276026	RepoDB::therapeutic::Compound:Disease	RepoDB
tazobactam	Compound	DrugBank:DB01606	Staphylococcus aureus infection	Disease	UMLS:C1318973	RepoDB::therapeutic::Compound:Disease	RepoDB
tazobactam	Compound	DrugBank:DB01606	Sepsis caused by Serratia	Disease	UMLS:C2887097	RepoDB::therapeutic::Compound:Disease	RepoDB
tazobactam	Compound	DrugBank:DB01606	Sepsis caused by Haemophilus influenzae	Disease	UMLS:C2887091	RepoDB::therapeutic::Compound:Disease	RepoDB
tazobactam	Compound	DrugBank:DB01606	Cholecystitis	Disease	UMLS:C0008325	RepoDB::therapeutic::Compound:Disease	RepoDB
tazobactam	Compound	DrugBank:DB01606	Liver Abscess	Disease	UMLS:C0023885	RepoDB::therapeutic::Compound:Disease	RepoDB
tazobactam	Compound	DrugBank:DB01606	Acute pyelonephritis caused by bacterium	Disease	UMLS:C2062473	RepoDB::therapeutic::Compound:Disease	RepoDB
tazobactam	Compound	DrugBank:DB01606	Bacterial cystitis	Disease	UMLS:C0742964	RepoDB::therapeutic::Compound:Disease	RepoDB
tegaserod	Compound	DrugBank:DB01079	Irritable bowel syndrome characterized by constipation	Disease	UMLS:C1868889	RepoDB::therapeutic::Compound:Disease	RepoDB
tegaserod	Compound	DrugBank:DB01079	Chronic idiopathic constipation	Disease	UMLS:C0267509	RepoDB::therapeutic::Compound:Disease	RepoDB
