"drug_name","drugbank_id","ind_name","ind_id","NCT","status","phase","DetailedStatus"
"methylphenobarbital","DB00849","Epilepsy","C0014544",NA,"Approved",NA,NA
"methylphenobarbital","DB00849","Anxiety","C0003467",NA,"Approved",NA,NA
"meprobamate","DB00371","Anxiety","C0003467",NA,"Approved",NA,NA
"meptazinol","DB13478","Moderate pain","C0278139",NA,"Approved",NA,NA
"mercaptopurine","DB01033","Acute Promyelocytic Leukemia","C0023487",NA,"Approved",NA,NA
"mercaptopurine","DB01033","Acute lymphocytic leukemia","C0023449",NA,"Approved",NA,NA
"meropenem","DB00760","Infection due to Pseudomonas aeruginosa","C0276075",NA,"Approved",NA,NA
"meropenem","DB00760","Complicated appendicitis","C1632842",NA,"Approved",NA,NA
"meropenem","DB00760","Meningococcal meningitis","C0025294",NA,"Approved",NA,NA
"meropenem","DB00760","Peritonitis","C0031154",NA,"Approved",NA,NA
"meropenem","DB00760","Meningitis, Bacterial","C0085437",NA,"Approved",NA,NA
"meropenem","DB00760","Meningitis, Pneumococcal","C0025295",NA,"Approved",NA,NA
"meropenem","DB00760","Streptococcal meningitis","C0154639",NA,"Approved",NA,NA
"meropenem","DB00760","Abdominal Infection","C1112209",NA,"Approved",NA,NA
"meropenem","DB00760","Abdominal Abscess","C0243001",NA,"Approved",NA,NA
"mesalazine","DB00244","Chronic ulcerative proctitis","C2937222",NA,"Approved",NA,NA
"mesalazine","DB00244","Ulcerative Colitis","C0009324",NA,"Approved",NA,NA
"mesalazine","DB00244","Ulcerative colitis in remission","C3697010",NA,"Approved",NA,NA
"mesalazine","DB00244","Chronic ulcerative rectosigmoiditis","C0267390",NA,"Approved",NA,NA
"mesoridazine","DB00933","Schizophrenia","C0036341",NA,"Approved",NA,NA
"mestranol","DB01357","Menorrhagia","C0025323",NA,"Approved",NA,NA
"mestranol","DB01357","Endometriosis","C0014175",NA,"Approved",NA,NA
"mestranol","DB01357","Female hypogonadism syndrome","C0271578",NA,"Approved",NA,NA
"metahexamide","DB13675","Chloasma","C0025218",NA,"Approved",NA,NA
"metahexamide","DB13675","Discoloration of skin","C0151907",NA,"Approved",NA,NA
"orciprenaline","DB00816","Bronchitis","C0006277",NA,"Approved",NA,NA
"orciprenaline","DB00816","Pulmonary Emphysema","C0034067",NA,"Approved",NA,NA
"orciprenaline","DB00816","Asthma attack","C0347950",NA,"Approved",NA,NA
"orciprenaline","DB00816","Asthma","C0004096",NA,"Approved",NA,NA
"metaraminol","DB00610","Hypotension","C0020649",NA,"Approved",NA,NA
"metaxalone","DB00660","Muscle Spasticity","C0026838",NA,"Approved",NA,NA
"metformin","DB00331","Diabetes Mellitus, Non-Insulin-Dependent","C0011860",NA,"Approved",NA,NA
"metacycline","DB00931","Bacterial enteritis","C0152516",NA,"Approved",NA,NA
"methadone","DB00333","Opioid withdrawal","C0029104",NA,"Approved",NA,NA
"methadone","DB00333","Severe pain","C0278140",NA,"Approved",NA,NA
"acetylmethadol","DB01433","Opiate Addiction","C0524662",NA,"Approved",NA,NA
"methamphetamine","DB01577","Attention deficit hyperactivity disorder","C1263846",NA,"Approved",NA,NA
"methamphetamine","DB01577","Obesity","C0028754",NA,"Approved",NA,NA
"methanthelinium","DB00940","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"methanthelinium","DB00940","Gastric ulcer","C0038358",NA,"Approved",NA,NA
"methanthelinium","DB00940","Urinary Incontinence","C0042024",NA,"Approved",NA,NA
"methapyrilene","DB04819","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"methapyrilene","DB04819","Dermatographic urticaria","C0343065",NA,"Approved",NA,NA
"methapyrilene","DB04819","Pruritus","C0033774",NA,"Approved",NA,NA
"methapyrilene","DB04819","Urticaria","C0042109",NA,"Approved",NA,NA
"methapyrilene","DB04819","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"methapyrilene","DB04819","Sneezing","C0037383",NA,"Approved",NA,NA
"methapyrilene","DB04819","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"methapyrilene","DB04819","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"methapyrilene","DB04819","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"metharbital","DB00463","Tonic-Clonic Epilepsy","C0014549",NA,"Approved",NA,NA
"metharbital","DB00463","Sleeplessness","C0917801",NA,"Approved",NA,NA
"metharbital","DB00463","Epilepsy","C0014544",NA,"Approved",NA,NA
"methazolamide","DB00703","Angle Closure Glaucoma","C0017605",NA,"Approved",NA,NA
"methazolamide","DB00703","Secondary glaucoma","C0149893",NA,"Approved",NA,NA
"methazolamide","DB00703","Glaucoma, Open-Angle","C0017612",NA,"Approved",NA,NA
"methdilazine","DB00902","Pruritus","C0033774",NA,"Approved",NA,NA
"methdilazine","DB00902","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"methdilazine","DB00902","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"methdilazine","DB00902","Angioedema","C0002994",NA,"Approved",NA,NA
"methdilazine","DB00902","Dermatographic urticaria","C0343065",NA,"Approved",NA,NA
"methdilazine","DB00902","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"methdilazine","DB00902","Urticaria","C0042109",NA,"Approved",NA,NA
"methdilazine","DB00902","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"methdilazine","DB00902","Sneezing","C0037383",NA,"Approved",NA,NA
"meticillin","DB01603","Bacterial sepsis","C0684256",NA,"Approved",NA,NA
"meticillin","DB01603","Staphylococcal Pneumonia","C0032308",NA,"Approved",NA,NA
"meticillin","DB01603","Sinusitis","C0037199",NA,"Approved",NA,NA
"thiamazole","DB00763","Hyperthyroidism","C0020550",NA,"Approved",NA,NA
"methocarbamol","DB00423","Muscle Spasticity","C0026838",NA,"Approved",NA,NA
"methotrexate","DB00563","Psoriasis","C0033860",NA,"Approved",NA,NA
"methotrexate","DB00563","Malignant epithelial neoplasm of female breast","C3163805",NA,"Approved",NA,NA
"methotrexate","DB00563","Malignant Head and Neck Neoplasm","C0278996",NA,"Approved",NA,NA
"methotrexate","DB00563","Juvenile arthritis","C3495559",NA,"Approved",NA,NA
"methotrexate","DB00563","Gestational Trophoblastic Neoplasms","C1135868",NA,"Approved",NA,NA
"methotrexate","DB00563","Mycosis Fungoides","C0026948",NA,"Approved",NA,NA
"methotrexate","DB00563","Acute lymphocytic leukemia","C0023449",NA,"Approved",NA,NA
"methotrexate","DB00563","Malignant neoplasm of lung","C0242379",NA,"Approved",NA,NA
"methotrexate","DB00563","Burkitt Lymphoma","C0006413",NA,"Approved",NA,NA
"methotrexate","DB00563","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"methotrexate","DB00563","Osteosarcoma of bone","C0585442",NA,"Approved",NA,NA
"methotrexate","DB00563","Chronic small plaque psoriasis","C0406317",NA,"Approved",NA,NA
"methotrexate","DB00563","Pustular psoriasis","C0152081",NA,"Approved",NA,NA
"methotrexate","DB00563","Erythrodermic psoriasis","C0748052",NA,"Approved",NA,NA
"methoxamine","DB00723","Hypotension","C0020649",NA,"Approved",NA,NA
"methoxamine","DB00723","Paroxysmal supraventricular tachycardia","C0030590",NA,"Approved",NA,NA
"methscopolamine","DB11315","Coughing","C0010200",NA,"Approved",NA,NA
"methscopolamine","DB11315","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"methscopolamine","DB11315","Common Cold","C0009443",NA,"Approved",NA,NA
"methscopolamine","DB11315","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"methscopolamine","DB11315","Irritable Bowel Syndrome","C0022104",NA,"Approved",NA,NA
"methscopolamine","DB11315","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"methscopolamine","DB11315","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"methscopolamine","DB00462","Coughing","C0010200",NA,"Approved",NA,NA
"methscopolamine","DB00462","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"methscopolamine","DB00462","Common Cold","C0009443",NA,"Approved",NA,NA
"methscopolamine","DB00462","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"methscopolamine","DB00462","Irritable Bowel Syndrome","C0022104",NA,"Approved",NA,NA
"methscopolamine","DB00462","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"methscopolamine","DB00462","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"methsuximide","DB05246","Absence Epilepsy","C0014553",NA,"Approved",NA,NA
"methsuximide","DB05246","Epilepsy","C0014544",NA,"Approved",NA,NA
"methylclothiazide","DB00232","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"methylclothiazide","DB00232","Edema","C0013604",NA,"Approved",NA,NA
"amiodarone","DB01118","Ventricular Fibrillation","C0042510",NA,"Approved",NA,NA
"methyldopa","DB00968","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"methylthioninium chloride","DB09241","Methemoglobinemia","C0025637",NA,"Approved",NA,NA
"methylergometrine","DB00353","Postpartum Hemorrhage","C0032797",NA,"Approved",NA,NA
"naltrexone","DB00704","Therapeutic opioid induced constipation","C3874358",NA,"Approved",NA,NA
"naltrexone","DB00704","Chronic pain","C0150055",NA,"Approved",NA,NA
"naltrexone","DB00704","Alcoholic Intoxication, Chronic","C0001973",NA,"Approved",NA,NA
"naltrexone","DB00704","Severe pain","C0278140",NA,"Approved",NA,NA
"naltrexone","DB00704","Obesity","C0028754",NA,"Approved",NA,NA
"methylphenidate","DB00422","Attention deficit hyperactivity disorder","C1263846",NA,"Approved",NA,NA
"methylphenidate","DB00422","Narcolepsy","C0027404",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Mycosis Fungoides","C0026948",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Asthma","C0004096",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Rheumatic Heart Disease","C0035439",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Juvenile arthritis","C3495559",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Pruritus Ani","C0033775",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Laryngeal Edema","C0023052",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Congenital adrenal hyperplasia","C0001627",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Dermatologic disorders","C0037274",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Arthritis, Psoriatic","C0003872",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Addison Disease","C0001403",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Exacerbation of asthma","C0349790",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Epicondylitis","C0014488",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Exfoliative dermatitis","C0011606",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Multiple Sclerosis","C0026769",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Lichen Simplex Chronicus","C0149922",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Arthritis, Gouty","C0003868",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Thyroiditis","C0040147",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Autoimmune hemolytic anemia","C0002880",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Chronic small plaque psoriasis","C0406317",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Lymphoma, T-Cell, Cutaneous","C0079773",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Hodgkin Disease","C0019829",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Dermatitis Herpetiformis","C0011608",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Cerebral Edema","C0006114",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Lymphoma, Follicular","C0024301",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Berylliosis","C0005138",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Erythema Multiforme","C0014742",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Exanthema","C0015230",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Granuloma Annulare","C0085074",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Pruritus of genital organs","C0033777",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Acute lymphocytic leukemia","C0023449",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Synovitis","C0039103",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Tendinitis","C0039503",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Adrenogenital disorder","C0701163",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Angioedema","C0002994",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Serum Sickness","C0036830",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Post traumatic osteoarthritis","C2894027",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Psoriasis of scalp","C0406326",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Humoral hypercalcemia of malignancy (disorder)","C0149911",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Chronic discoid lupus erythematosus","C0024138",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Transplanted organ rejection","C0345468",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Acquired thrombocytopenia","C0154301",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Lupus Erythematosus, Systemic","C0024141",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Tenosynovitis","C0039520",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Musculoskeletal Diseases","C0026857",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Pemphigus","C0030807",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Sarcoidosis","C0036202",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Simple Pulmonary Eosinophilia","C0242459",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Trichinellosis","C0040896",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Anemia, Diamond-Blackfan","C1260899",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Adrenal cortical hypofunction","C0405580",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Nephrotic Syndrome","C0027726",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Ankylosing spondylitis","C0038013",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Bursitis","C0006444",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Crohn Disease","C0010346",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Autoimmune Diseases","C0004364",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Psoriasis","C0033860",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Tuberculosis, Miliary","C0041321",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Addisonian crisis","C0151467",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Disorder of eye","C0015397",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Inflammatory Bowel Diseases","C0021390",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Aspiration pneumonitis","C1761609",NA,"Approved",NA,NA
"methylprednisolone","DB00959","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"methylprednisolone acetate","DB00959","Dermatitis Herpetiformis","C0011608",NA,"Approved",NA,NA
"methylprednisolone acetate","DB00959","Mycosis Fungoides","C0026948",NA,"Approved",NA,NA
"methylprednisolone acetate","DB00959","Pemphigus","C0030807",NA,"Approved",NA,NA
"methylprednisolone acetate","DB00959","Erythema Multiforme","C0014742",NA,"Approved",NA,NA
"methylprednisolone acetate","DB00959","Hay fever","C0018621",NA,"Approved",NA,NA
"methylprednisolone acetate","DB00959","Rhinitis, Allergic, Perennial","C0035457",NA,"Approved",NA,NA
"methylprednisolone acetate","DB00959","Serum Sickness","C0036830",NA,"Approved",NA,NA
"methylprednisolone acetate","DB00959","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"methylprednisolone acetate","DB00959","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"methylprednisolone acetate","DB00959","Adrenal cortical hypofunction","C0405580",NA,"Approved",NA,NA
"methylprednisolone acetate","DB00959","Congenital adrenal hyperplasia","C0001627",NA,"Approved",NA,NA
"methylprednisolone acetate","DB00959","Humoral hypercalcemia of malignancy (disorder)","C0149911",NA,"Approved",NA,NA
"methylprednisolone succinate","DB14644","Nephrotic Syndrome","C0027726",NA,"Approved",NA,NA
"methylprednisolone succinate","DB00959","Nephrotic Syndrome","C0027726",NA,"Approved",NA,NA
"methyprylon","DB01107","Sleeplessness","C0917801",NA,"Approved",NA,NA
"meticrane","DB13284","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"metipranolol","DB01214","Glaucoma, Open-Angle","C0017612",NA,"Approved",NA,NA
"metipranolol","DB01214","Ocular Hypertension","C0028840",NA,"Approved",NA,NA
"metixene","DB00340","Parkinsonian Disorders","C0242422",NA,"Approved",NA,NA
"metoclopramide","DB01233","Gastroesophageal reflux disease","C0017168",NA,"Approved",NA,NA
"metoclopramide","DB01233","Chemotherapy-induced nausea and vomiting","C0401160",NA,"Approved",NA,NA
"metoclopramide","DB01233","Gastroparesis due to diabetes mellitus","C0267176",NA,"Approved",NA,NA
"metolazone","DB00524","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"metoprolol","DB00264","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"metoprolol","DB00264","Myocardial Infarction","C0027051",NA,"Approved",NA,NA
"metoprolol","DB00264","Acute Coronary Syndrome","C0948089",NA,"Approved",NA,NA
"metoprolol","DB00264","Angina Pectoris","C0002962",NA,"Approved",NA,NA
"metoprolol","DB00264","Chronic heart failure","C0264716",NA,"Approved",NA,NA
"amisulpride","DB06288","Chronic schizophrenia","C0221765",NA,"Approved",NA,NA
"amisulpride","DB06288","Postoperative Nausea and Vomiting","C0520909",NA,"Approved",NA,NA
"metronidazole","DB00916","Liver Abscess, Amebic","C0023886",NA,"Approved",NA,NA
"metronidazole","DB00916","Infection due to anaerobic bacteria","C0854328",NA,"Approved",NA,NA
"metronidazole","DB00916","Bacterial Endocarditis","C0014121",NA,"Approved",NA,NA
"metronidazole","DB00916","Bacterial sepsis","C0684256",NA,"Approved",NA,NA
"metronidazole","DB00916","Acute amebiasis","C0152499",NA,"Approved",NA,NA
"metronidazole","DB00916","Female genital tract infection","C1263758",NA,"Approved",NA,NA
"metronidazole","DB00916","Arthropathy associated with infection","C0157749",NA,"Approved",NA,NA
"metronidazole","DB00916","Trichomonas Infections","C0040921",NA,"Approved",NA,NA
"metronidazole","DB00916","Liver Abscess","C0023885",NA,"Approved",NA,NA
"metronidazole","DB00916","Lower respiratory tract infection","C0149725",NA,"Approved",NA,NA
"metronidazole","DB00916","Tubo-ovarian abscess","C0041343",NA,"Approved",NA,NA
"metronidazole","DB00916","Abdominal Infection","C1112209",NA,"Approved",NA,NA
"metronidazole","DB00916","Peritonitis","C0031154",NA,"Approved",NA,NA
"metronidazole","DB00916","Bacterial Vaginosis","C0085166",NA,"Approved",NA,NA
"metronidazole","DB00916","Infection of bone","C2242472",NA,"Approved",NA,NA
"metronidazole","DB00916","Peptostreptococcus infection","C1096562",NA,"Approved",NA,NA
"metronidazole","DB00916","Giardiasis","C0017536",NA,"Approved",NA,NA
"metronidazole","DB00916","Rosacea","C0035854",NA,"Approved",NA,NA
"metronidazole","DB00916","Brain Abscess","C0006105",NA,"Approved",NA,NA
"metronidazole","DB00916","Sepsis caused by Bacteroides","C0276064",NA,"Approved",NA,NA
"metronidazole","DB00916","Abdominal Abscess","C0243001",NA,"Approved",NA,NA
"metronidazole","DB00916","Endometritis","C0014179",NA,"Approved",NA,NA
"metronidazole","DB00916","Infectious enteritis","C0021342",NA,"Approved",NA,NA
"metronidazole","DB00916","Amebic colitis","C0013370",NA,"Approved",NA,NA
"metronidazole","DB15759","Liver Abscess, Amebic","C0023886",NA,"Approved",NA,NA
"metronidazole","DB15759","Infection due to anaerobic bacteria","C0854328",NA,"Approved",NA,NA
"metronidazole","DB15759","Bacterial Endocarditis","C0014121",NA,"Approved",NA,NA
"metronidazole","DB15759","Bacterial sepsis","C0684256",NA,"Approved",NA,NA
"metronidazole","DB15759","Acute amebiasis","C0152499",NA,"Approved",NA,NA
"metronidazole","DB15759","Female genital tract infection","C1263758",NA,"Approved",NA,NA
"metronidazole","DB15759","Arthropathy associated with infection","C0157749",NA,"Approved",NA,NA
"metronidazole","DB15759","Trichomonas Infections","C0040921",NA,"Approved",NA,NA
"metronidazole","DB15759","Liver Abscess","C0023885",NA,"Approved",NA,NA
"metronidazole","DB15759","Lower respiratory tract infection","C0149725",NA,"Approved",NA,NA
"metronidazole","DB15759","Tubo-ovarian abscess","C0041343",NA,"Approved",NA,NA
"metronidazole","DB15759","Abdominal Infection","C1112209",NA,"Approved",NA,NA
"metronidazole","DB15759","Peritonitis","C0031154",NA,"Approved",NA,NA
"metronidazole","DB15759","Bacterial Vaginosis","C0085166",NA,"Approved",NA,NA
"metronidazole","DB15759","Infection of bone","C2242472",NA,"Approved",NA,NA
"metronidazole","DB15759","Peptostreptococcus infection","C1096562",NA,"Approved",NA,NA
"metronidazole","DB15759","Giardiasis","C0017536",NA,"Approved",NA,NA
"metronidazole","DB15759","Rosacea","C0035854",NA,"Approved",NA,NA
"metronidazole","DB15759","Brain Abscess","C0006105",NA,"Approved",NA,NA
"metronidazole","DB15759","Sepsis caused by Bacteroides","C0276064",NA,"Approved",NA,NA
"metronidazole","DB15759","Abdominal Abscess","C0243001",NA,"Approved",NA,NA
"metronidazole","DB15759","Endometritis","C0014179",NA,"Approved",NA,NA
"metronidazole","DB15759","Infectious enteritis","C0021342",NA,"Approved",NA,NA
"metronidazole","DB15759","Amebic colitis","C0013370",NA,"Approved",NA,NA
"metirosine","DB00765","Pheochromocytoma","C0031511",NA,"Approved",NA,NA
"mexiletine","DB00379","Ventricular arrhythmia","C0085612",NA,"Approved",NA,NA
"mezlocillin","DB00948","Bacterial sepsis","C0684256",NA,"Approved",NA,NA
"mezlocillin","DB00948","Urinary tract infection","C0042029",NA,"Approved",NA,NA
"mezlocillin","DB00948","Abdominal Infection","C1112209",NA,"Approved",NA,NA
"mezlocillin","DB00948","Pneumonia due to Pseudomonas","C0155860",NA,"Approved",NA,NA
"mezlocillin","DB00948","Serratia Infections","C0085394",NA,"Approved",NA,NA
"mezlocillin","DB00948","Aspiration Pneumonia","C0032290",NA,"Approved",NA,NA
"mezlocillin","DB00948","Haemophilus influenzae pneumonia","C0276026",NA,"Approved",NA,NA
"mezlocillin","DB00948","Pneumonia due to Escherichia coli","C0276089",NA,"Approved",NA,NA
"mezlocillin","DB00948","Acute gonococcal endometritis","C0153196",NA,"Approved",NA,NA
"mezlocillin","DB00948","Gonorrhea","C0018081",NA,"Approved",NA,NA
"mezlocillin","DB00948","Acute gonococcal cervicitis","C0153195",NA,"Approved",NA,NA
"mezlocillin","DB00948","Acute gonococcal urethritis","C0275652",NA,"Approved",NA,NA
"mezlocillin","DB00948","Bacterial infection due to Klebsiella pneumoniae","C0343402",NA,"Approved",NA,NA
"mianserin","DB06148","Major Depressive Disorder","C1269683",NA,"Approved",NA,NA
"mibefradil","DB01388","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"mibefradil","DB01388","Angina Pectoris","C0002962",NA,"Approved",NA,NA
"micafungin","DB01141","Candidemia","C0877445",NA,"Approved",NA,NA
"micafungin","DB01141","Systemic candidiasis","C0153252",NA,"Approved",NA,NA
"micafungin","DB01141","Septicemia candida","C0349009",NA,"Approved",NA,NA
"micafungin","DB01141","Candidiasis of the esophagus","C0239295",NA,"Approved",NA,NA
"amitriptyline","DB00321","Mixed anxiety and depressive disorder","C0338908",NA,"Approved",NA,NA
"amitriptyline","DB00321","Depressive disorder","C0011581",NA,"Approved",NA,NA
"miconazole","DB01110","Diaper Rash","C0011974",NA,"Approved",NA,NA
"miconazole","DB01110","Tinea Pedis","C0040259",NA,"Approved",NA,NA
"miconazole","DB01110","Candidiasis, Vulvovaginal","C0700345",NA,"Approved",NA,NA
"miconazole","DB01110","Tinea Versicolor","C0040262",NA,"Approved",NA,NA
"miconazole","DB01110","Tinea corporis (disorder)","C0040252",NA,"Approved",NA,NA
"miconazole","DB01110","Tinea cruris","C1384589",NA,"Approved",NA,NA
"miconazole","DB01110","Cutaneous Candidiasis","C0006846",NA,"Approved",NA,NA
"miconazole","DB01110","Onychomycosis","C0040261",NA,"Approved",NA,NA
"miconazole","DB01110","Oral candidiasis","C0006849",NA,"Approved",NA,NA
"miconazole","DB01110","Decompensated cirrhosis of liver","C1619727",NA,"Approved",NA,NA
"midazolam","DB00683","Agitation","C0085631",NA,"Approved",NA,NA
"midazolam","DB00683","Status Epilepticus","C0038220",NA,"Approved",NA,NA
"midazolam","DB00683","Anxiety","C0003467",NA,"Approved",NA,NA
"midodrine","DB00211","Hypotension, Orthostatic","C0020651",NA,"Approved",NA,NA
"mifepristone","DB00834","Unspecified Abortion","C0156543",NA,"Approved",NA,NA
"miglitol","DB00491","Diabetes Mellitus, Non-Insulin-Dependent","C0011860",NA,"Approved",NA,NA
"miglustat","DB00419","Niemann-Pick Disease, Type C","C0220756",NA,"Approved",NA,NA
"miglustat","DB00419","Gaucher Disease","C0017205",NA,"Approved",NA,NA
"milnacipran","DB04896","Fibromyalgia","C0016053",NA,"Approved",NA,NA
"milrinone","DB00235","Decompensated cardiac failure","C0581377",NA,"Approved",NA,NA
"miltefosine","DB09031","Leishmaniasis, Cutaneous","C0023283",NA,"Approved",NA,NA
"miltefosine","DB09031","Mucocutaneous leishmaniasis","C1328252",NA,"Approved",NA,NA
"miltefosine","DB09031","Leishmaniasis, Visceral","C0023290",NA,"Approved",NA,NA
"minocycline","DB01017","Bronchitis","C0006277",NA,"Approved",NA,NA
"minocycline","DB01017","Infection by Campylobacter fetus","C0275979",NA,"Approved",NA,NA
"minocycline","DB01017","Listeriosis","C0023860",NA,"Approved",NA,NA
"minocycline","DB01017","Plague","C0032064",NA,"Approved",NA,NA
"minocycline","DB01017","Cholera","C0008354",NA,"Approved",NA,NA
"minocycline","DB01017","Acute gonococcal endometritis","C0153196",NA,"Approved",NA,NA
"minocycline","DB01017","Gonorrhea of pharynx","C0149966",NA,"Approved",NA,NA
"minocycline","DB01017","Relapsing Fever","C0035021",NA,"Approved",NA,NA
"minocycline","DB01017","Meningococcus carrier","C0421162",NA,"Approved",NA,NA
"minocycline","DB01017","Psittacosis","C0029291",NA,"Approved",NA,NA
"minocycline","DB01017","Acne Vulgaris","C0001144",NA,"Approved",NA,NA
"minocycline","DB01017","Actinomycosis","C0001261",NA,"Approved",NA,NA
"minocycline","DB01017","Syphilis","C0039128",NA,"Approved",NA,NA
"minocycline","DB01017","Infective otitis media","C0729586",NA,"Approved",NA,NA
"minocycline","DB01017","Brucellosis","C0006309",NA,"Approved",NA,NA
"minocycline","DB01017","Lymphogranuloma Venereum","C0024286",NA,"Approved",NA,NA
"minocycline","DB01017","Periodontitis","C0031099",NA,"Approved",NA,NA
"minocycline","DB01017","Granuloma Inguinale","C0018190",NA,"Approved",NA,NA
"minocycline","DB01017","Sinusitis","C0037199",NA,"Approved",NA,NA
"minocycline","DB01017","Chlamydia trachomatis infection of genital structure","C1997322",NA,"Approved",NA,NA
"minocycline","DB01017","Gonorrhea of rectum","C0275665",NA,"Approved",NA,NA
"minocycline","DB01017","Acute gonococcal urethritis","C0275652",NA,"Approved",NA,NA
